rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
iupac,"Determine the total carbon count for N-(6-acetyl-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl)-3-iodobenzamide.",20,"Given the SMILES N-(6-acetyl-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl)-3-iodobenzamide, return its ring count.",3,"Does the SMILES N-(6-acetyl-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl)-3-iodobenzamide encode a amine functional group?",1,"Check if the structure N-(6-acetyl-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl)-3-iodobenzamide has a aromatic bond.",1
iupac,"Count the number of carbon atoms in N-benzhydryl-2,4-dioxo-1,5-dihydrochromeno[2,3-d]pyrimidine-7-carboxamide.",25,"What is the total number of rings in N-benzhydryl-2,4-dioxo-1,5-dihydrochromeno[2,3-d]pyrimidine-7-carboxamide?",5,"Does the SMILES N-benzhydryl-2,4-dioxo-1,5-dihydrochromeno[2,3-d]pyrimidine-7-carboxamide encode a nitro functional group?",0,"Assess whether N-benzhydryl-2,4-dioxo-1,5-dihydrochromeno[2,3-d]pyrimidine-7-carboxamide contains a triple bond type.",0
iupac,"How many carbons are present in the molecule 4-amino-5-methoxy-1,3-dioxol-2-one?",4,"Find the number of rings contained in 4-amino-5-methoxy-1,3-dioxol-2-one.",1,"Check if the structure 4-amino-5-methoxy-1,3-dioxol-2-one contains a amine.",1,"Is a double bond found in the SMILES 4-amino-5-methoxy-1,3-dioxol-2-one?",1
smiles,"For the SMILES C#Cc1ncc(C)cn1, how many carbon atoms does it contain?",7,"Given the SMILES C#Cc1ncc(C)cn1, return its ring count.",1,Is a amine group present in C#Cc1ncc(C)cn1?,0,Does C#Cc1ncc(C)cn1 feature any double bonds?,0
smiles,Report the number of carbon atoms in C#CC(C#C)=NO.,5,"Given the SMILES C#CC(C#C)=NO, return its ring count.",0,Does the molecule C#CC(C#C)=NO contain a alcohol functional group?,1,Does the molecule C#CC(C#C)=NO contain any double bonds?,1
iupac,"How many carbon atoms make up the structure 4-[4-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]butyl]-1,4-benzoxazin-3-one?",25,"Report the number of rings in the molecule 4-[4-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]butyl]-1,4-benzoxazin-3-one.",4,"Assess whether 4-[4-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]butyl]-1,4-benzoxazin-3-one exhibits a aldehyde group.",0,"Does 4-[4-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]butyl]-1,4-benzoxazin-3-one feature any triple bonds?",0
iupac,How many carbons are present in the molecule 2-[2-[(4-methylpyrazol-1-yl)methyl]morpholin-4-yl]-N-pyridin-3-ylacetamide?,16,How many ring systems does 2-[2-[(4-methylpyrazol-1-yl)methyl]morpholin-4-yl]-N-pyridin-3-ylacetamide contain?,3,Is the amide functional group found in 2-[2-[(4-methylpyrazol-1-yl)methyl]morpholin-4-yl]-N-pyridin-3-ylacetamide?,1,Does the molecule 2-[2-[(4-methylpyrazol-1-yl)methyl]morpholin-4-yl]-N-pyridin-3-ylacetamide contain any double bonds?,1
smiles,How many carbon atoms make up the structure CC1(c2cnon2)CO1?,5,Count the number of rings in CC1(c2cnon2)CO1.,2,"For the molecule CC1(c2cnon2)CO1, is a amide functional group present?",0,Does the chemical structure CC1(c2cnon2)CO1 include double bonding?,0
iupac,"Identify the carbon atom count in the molecule 2-methyl-4-(4-pyrrolidin-1-ylsulfonylpiperazin-1-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine.",16,"Count the number of rings in 2-methyl-4-(4-pyrrolidin-1-ylsulfonylpiperazin-1-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine.",4,"Identify if 2-methyl-4-(4-pyrrolidin-1-ylsulfonylpiperazin-1-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine contains a amine.",1,"Does the molecule 2-methyl-4-(4-pyrrolidin-1-ylsulfonylpiperazin-1-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine contain any double bonds?",1
smiles,How many carbon atoms make up the structure CN(C)C(=O)CCN1C(=O)C(CCc2ccccc2)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O?,30,Find the number of rings contained in CN(C)C(=O)CCN1C(=O)C(CCc2ccccc2)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O.,5,Identify if CN(C)C(=O)CCN1C(=O)C(CCc2ccccc2)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O contains a ester.,0,Determine whether CN(C)C(=O)CCN1C(=O)C(CCc2ccccc2)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O includes at least one triple bond.,0
iupac,"Report the number of carbon atoms in 4-[(5-methyl-1H-imidazol-4-yl)methyl]-1-(3-phenylprop-2-enyl)-2,3,4a,5,7,7a-hexahydrothieno[3,4-b]pyrazine 6,6-dioxide.",20,"Report the number of rings in the molecule 4-[(5-methyl-1H-imidazol-4-yl)methyl]-1-(3-phenylprop-2-enyl)-2,3,4a,5,7,7a-hexahydrothieno[3,4-b]pyrazine 6,6-dioxide.",4,"For the molecule 4-[(5-methyl-1H-imidazol-4-yl)methyl]-1-(3-phenylprop-2-enyl)-2,3,4a,5,7,7a-hexahydrothieno[3,4-b]pyrazine 6,6-dioxide, is a amine functional group present?",1,"Determine whether 4-[(5-methyl-1H-imidazol-4-yl)methyl]-1-(3-phenylprop-2-enyl)-2,3,4a,5,7,7a-hexahydrothieno[3,4-b]pyrazine 6,6-dioxide includes at least one aromatic bond.",1
iupac,Determine the total carbon count for N-[4-[methoxy(methyl)sulfamoyl]phenyl]quinoline-2-carboxamide.,18,Compute the ring count of N-[4-[methoxy(methyl)sulfamoyl]phenyl]quinoline-2-carboxamide.,3,Assess whether N-[4-[methoxy(methyl)sulfamoyl]phenyl]quinoline-2-carboxamide exhibits a ester group.,0,Check if the structure N-[4-[methoxy(methyl)sulfamoyl]phenyl]quinoline-2-carboxamide has a triple bond.,0
iupac,"Compute the total number of carbons in 3-amino-N-[6-[5-amino-3,6-dimethyl-6-(trifluoromethyl)-2H-1,4-oxazin-3-yl]-5-fluoro-2-pyridinyl]-5-(2-methoxyethyl)pyrrolo[2,3-b]pyrazine-2-carboxamide.",22,"Find the number of rings contained in 3-amino-N-[6-[5-amino-3,6-dimethyl-6-(trifluoromethyl)-2H-1,4-oxazin-3-yl]-5-fluoro-2-pyridinyl]-5-(2-methoxyethyl)pyrrolo[2,3-b]pyrazine-2-carboxamide.",4,"For the molecule 3-amino-N-[6-[5-amino-3,6-dimethyl-6-(trifluoromethyl)-2H-1,4-oxazin-3-yl]-5-fluoro-2-pyridinyl]-5-(2-methoxyethyl)pyrrolo[2,3-b]pyrazine-2-carboxamide, is a amide functional group present?",1,"Check if the structure 3-amino-N-[6-[5-amino-3,6-dimethyl-6-(trifluoromethyl)-2H-1,4-oxazin-3-yl]-5-fluoro-2-pyridinyl]-5-(2-methoxyethyl)pyrrolo[2,3-b]pyrazine-2-carboxamide has a double bond.",1
iupac,"Given benzyl N-[4-methyl-1-oxo-1-[(4-oxo-1-phenylbutan-2-yl)amino]pentan-2-yl]carbamate, return the number of carbon atoms.",24,"For benzyl N-[4-methyl-1-oxo-1-[(4-oxo-1-phenylbutan-2-yl)amino]pentan-2-yl]carbamate, how many distinct rings are present?",2,Does the molecule benzyl N-[4-methyl-1-oxo-1-[(4-oxo-1-phenylbutan-2-yl)amino]pentan-2-yl]carbamate contain a carboxylic_acid functional group?,0,Check if the structure benzyl N-[4-methyl-1-oxo-1-[(4-oxo-1-phenylbutan-2-yl)amino]pentan-2-yl]carbamate has a triple bond.,0
iupac,"How many carbon atoms make up the structure 4-(azetidin-1-yl)-3-[5-(4-cyclopropylphenyl)-1-methylpyrazol-4-yl]-1-methylpyrazolo[5,4-d]pyrimidine?",22,"Count the number of rings in 4-(azetidin-1-yl)-3-[5-(4-cyclopropylphenyl)-1-methylpyrazol-4-yl]-1-methylpyrazolo[5,4-d]pyrimidine.",6,"Does the molecule 4-(azetidin-1-yl)-3-[5-(4-cyclopropylphenyl)-1-methylpyrazol-4-yl]-1-methylpyrazolo[5,4-d]pyrimidine contain a amine functional group?",1,"Determine whether 4-(azetidin-1-yl)-3-[5-(4-cyclopropylphenyl)-1-methylpyrazol-4-yl]-1-methylpyrazolo[5,4-d]pyrimidine includes at least one aromatic bond.",1
smiles,How many carbons are present in the molecule Cc1nc(N)oc(=O)n1?,4,Compute the ring count of Cc1nc(N)oc(=O)n1.,1,Determine whether Cc1nc(N)oc(=O)n1 includes a ester functional group.,0,Identify whether Cc1nc(N)oc(=O)n1 has any triple bonds.,0
iupac,"How many carbons are present in the molecule 3-(1-methylsulfonylpiperidin-3-yl)-N-(oxolan-2-ylmethyl)imidazo[1,5-a]pyridine-1-carboxamide?",19,"How many cyclic structures are in 3-(1-methylsulfonylpiperidin-3-yl)-N-(oxolan-2-ylmethyl)imidazo[1,5-a]pyridine-1-carboxamide?",4,"Is the amide functional group found in 3-(1-methylsulfonylpiperidin-3-yl)-N-(oxolan-2-ylmethyl)imidazo[1,5-a]pyridine-1-carboxamide?",1,"Is a aromatic bond found in the SMILES 3-(1-methylsulfonylpiperidin-3-yl)-N-(oxolan-2-ylmethyl)imidazo[1,5-a]pyridine-1-carboxamide?",1
smiles,How many carbon atoms make up the structure CCCc1cc(O)c2c(c1C(C)=O)O[C@@](C)(CCC=C(C)C)C=C2?,21,Count the number of rings in CCCc1cc(O)c2c(c1C(C)=O)O[C@@](C)(CCC=C(C)C)C=C2.,2,Does the molecule CCCc1cc(O)c2c(c1C(C)=O)O[C@@](C)(CCC=C(C)C)C=C2 contain a amide functional group?,0,Determine whether CCCc1cc(O)c2c(c1C(C)=O)O[C@@](C)(CCC=C(C)C)C=C2 includes at least one triple bond.,0
smiles,Identify the carbon atom count in the molecule CC1C(O)CCC1(C)C.,8,How many ring systems does CC1C(O)CCC1(C)C contain?,1,Does the SMILES CC1C(O)CCC1(C)C encode a alcohol functional group?,1,Does the molecule CC1C(O)CCC1(C)C contain any aromatic bonds?,0
smiles,"Given COc1ccc(-c2ccc(C(=O)N3CCOCC3CC(=O)O)o2)cc1, return the number of carbon atoms.",18,Find the number of rings contained in COc1ccc(-c2ccc(C(=O)N3CCOCC3CC(=O)O)o2)cc1.,3,"For the molecule COc1ccc(-c2ccc(C(=O)N3CCOCC3CC(=O)O)o2)cc1, is a nitro functional group present?",0,Check if the structure COc1ccc(-c2ccc(C(=O)N3CCOCC3CC(=O)O)o2)cc1 has a aromatic bond.,1
smiles,Determine the total carbon count for CC(O)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(CO)C(=O)O.,13,"Given the SMILES CC(O)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(CO)C(=O)O, return its ring count.",0,Determine whether CC(O)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(CO)C(=O)O includes a carboxylic_acid functional group.,1,Determine whether CC(O)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(CO)C(=O)O includes at least one double bond.,1
smiles,"Given C[C@H](c1ccco1)N(C)C(=O)Nc1cnn(-c2ccccc2)c1, return the number of carbon atoms.",17,Report the number of rings in the molecule C[C@H](c1ccco1)N(C)C(=O)Nc1cnn(-c2ccccc2)c1.,3,Is the ester functional group found in C[C@H](c1ccco1)N(C)C(=O)Nc1cnn(-c2ccccc2)c1?,0,Assess whether C[C@H](c1ccco1)N(C)C(=O)Nc1cnn(-c2ccccc2)c1 contains a triple bond type.,0
smiles,Identify the carbon atom count in the molecule CC(C)(C)c1ccc(Cn2c(CN3CCOCC3)nc3ccccc32)cc1.,23,Count the number of rings in CC(C)(C)c1ccc(Cn2c(CN3CCOCC3)nc3ccccc32)cc1.,4,Assess whether CC(C)(C)c1ccc(Cn2c(CN3CCOCC3)nc3ccccc32)cc1 exhibits a amine group.,1,Check if the structure CC(C)(C)c1ccc(Cn2c(CN3CCOCC3)nc3ccccc32)cc1 has a aromatic bond.,1
smiles,Determine the total carbon count for ON=C1C2OC3C1OC23.,5,Report the number of rings in the molecule ON=C1C2OC3C1OC23.,3,Does ON=C1C2OC3C1OC23 have at least one amine group?,0,Does ON=C1C2OC3C1OC23 feature any triple bonds?,0
smiles,How many carbons are present in the molecule O=C1CCCC2NC12?,6,What is the total number of rings in O=C1CCCC2NC12?,2,Is a ketone group present in O=C1CCCC2NC12?,1,Assess whether O=C1CCCC2NC12 contains a double bond type.,1
smiles,Report the number of carbon atoms in Cc1ccc(C)c(C(=O)COC(=O)c2cc(-c3ccc(Br)cc3)nc3ccc(Br)cc23)c1.,26,Find the number of rings contained in Cc1ccc(C)c(C(=O)COC(=O)c2cc(-c3ccc(Br)cc3)nc3ccc(Br)cc23)c1.,4,Assess whether Cc1ccc(C)c(C(=O)COC(=O)c2cc(-c3ccc(Br)cc3)nc3ccc(Br)cc23)c1 exhibits a carboxylic_acid group.,0,Are triple bonds present in Cc1ccc(C)c(C(=O)COC(=O)c2cc(-c3ccc(Br)cc3)nc3ccc(Br)cc23)c1?,0
smiles,Determine the total carbon count for Cc1cc2c(c(C)c1-c1ccc(CN3CCOCC3)cc1)C(c1ccccc1)CC(C)(C)O2.,30,How many ring systems does Cc1cc2c(c(C)c1-c1ccc(CN3CCOCC3)cc1)C(c1ccccc1)CC(C)(C)O2 contain?,5,Does Cc1cc2c(c(C)c1-c1ccc(CN3CCOCC3)cc1)C(c1ccccc1)CC(C)(C)O2 have at least one amine group?,1,Assess whether Cc1cc2c(c(C)c1-c1ccc(CN3CCOCC3)cc1)C(c1ccccc1)CC(C)(C)O2 contains a aromatic bond type.,1
smiles,Count the number of carbon atoms in CC(C)C(C(N)=O)c1ccc(Cl)cc1.,11,Find the number of rings contained in CC(C)C(C(N)=O)c1ccc(Cl)cc1.,1,Determine whether CC(C)C(C(N)=O)c1ccc(Cl)cc1 includes a nitro functional group.,0,Is a triple bond found in the SMILES CC(C)C(C(N)=O)c1ccc(Cl)cc1?,0
smiles,"For the SMILES COc1cccc([C@@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN2CCOCC2)c1, how many carbon atoms does it contain?",26,"Given the SMILES COc1cccc([C@@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN2CCOCC2)c1, return its ring count.",5,Assess whether COc1cccc([C@@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN2CCOCC2)c1 exhibits a amine group.,1,Does the molecule COc1cccc([C@@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN2CCOCC2)c1 contain any aromatic bonds?,1
smiles,How many carbon atoms make up the structure CN.O=C1NCCC1NCc1nnc(C2CC2)o1?,11,"For CN.O=C1NCCC1NCc1nnc(C2CC2)o1, how many distinct rings are present?",3,"For the molecule CN.O=C1NCCC1NCc1nnc(C2CC2)o1, is a halide functional group present?",0,Check if the structure CN.O=C1NCCC1NCc1nnc(C2CC2)o1 has a triple bond.,0
smiles,Identify the carbon atom count in the molecule Oc1ncc2ccc(Br)cc2n1.,8,Find the number of rings contained in Oc1ncc2ccc(Br)cc2n1.,2,Is a alcohol group present in Oc1ncc2ccc(Br)cc2n1?,1,Assess whether Oc1ncc2ccc(Br)cc2n1 contains a aromatic bond type.,1
smiles,"Given O=C1CC(C2CC2)=CN1, return the number of carbon atoms.",7,How many cyclic structures are in O=C1CC(C2CC2)=CN1?,2,"For the molecule O=C1CC(C2CC2)=CN1, is a carboxylic_acid functional group present?",0,Check if the structure O=C1CC(C2CC2)=CN1 has a triple bond.,0
smiles,Report the number of carbon atoms in NC1=[NH+]CC(C(=O)[O-])C1.,5,"For NC1=[NH+]CC(C(=O)[O-])C1, how many distinct rings are present?",1,Is a amine group present in NC1=[NH+]CC(C(=O)[O-])C1?,1,Does NC1=[NH+]CC(C(=O)[O-])C1 feature any double bonds?,1
smiles,"Given COc1ncccc1CN1CCN(c2ccc3nnc(C)n3n2)CC1, return the number of carbon atoms.",17,Find the number of rings contained in COc1ncccc1CN1CCN(c2ccc3nnc(C)n3n2)CC1.,4,Check if the structure COc1ncccc1CN1CCN(c2ccc3nnc(C)n3n2)CC1 contains a amide.,0,Does the chemical structure COc1ncccc1CN1CCN(c2ccc3nnc(C)n3n2)CC1 include double bonding?,0
smiles,Determine the total carbon count for O=C(NCc1nncn1CCc1ccccc1)[C@H]1CCc2ccccc2O1.,21,"Given the SMILES O=C(NCc1nncn1CCc1ccccc1)[C@H]1CCc2ccccc2O1, return its ring count.",4,"For the molecule O=C(NCc1nncn1CCc1ccccc1)[C@H]1CCc2ccccc2O1, is a ketone functional group present?",1,Is a aromatic bond found in the SMILES O=C(NCc1nncn1CCc1ccccc1)[C@H]1CCc2ccccc2O1?,1
smiles,Count the number of carbon atoms in COc1ccc(C(=O)OCC(=O)c2ccc3c(c2)C[C@@H](C)N3S(C)(=O)=O)c(O)c1.,20,Find the number of rings contained in COc1ccc(C(=O)OCC(=O)c2ccc3c(c2)C[C@@H](C)N3S(C)(=O)=O)c(O)c1.,3,Does COc1ccc(C(=O)OCC(=O)c2ccc3c(c2)C[C@@H](C)N3S(C)(=O)=O)c(O)c1 have at least one nitro group?,0,Identify whether COc1ccc(C(=O)OCC(=O)c2ccc3c(c2)C[C@@H](C)N3S(C)(=O)=O)c(O)c1 has any triple bonds.,0
smiles,Count the number of carbon atoms in CC1CC2C(C)C2(O)C1.,8,How many cyclic structures are in CC1CC2C(C)C2(O)C1?,2,Is the alcohol functional group found in CC1CC2C(C)C2(O)C1?,1,Is a double bond found in the SMILES CC1CC2C(C)C2(O)C1?,0
smiles,Identify the carbon atom count in the molecule Cc1cc(I)ccc1S(C)(=O)=O.,8,Report the number of rings in the molecule Cc1cc(I)ccc1S(C)(=O)=O.,1,Does the molecule Cc1cc(I)ccc1S(C)(=O)=O contain a phenol functional group?,0,Does the molecule Cc1cc(I)ccc1S(C)(=O)=O contain any aromatic bonds?,1
smiles,How many carbons are present in the molecule Cc1cc(NC(=O)CN2CCC[C@@H](C)C2)n([C@@H]2CCS(=O)(=O)C2)n1?,16,Report the number of rings in the molecule Cc1cc(NC(=O)CN2CCC[C@@H](C)C2)n([C@@H]2CCS(=O)(=O)C2)n1.,3,Does the molecule Cc1cc(NC(=O)CN2CCC[C@@H](C)C2)n([C@@H]2CCS(=O)(=O)C2)n1 contain a amide functional group?,1,Assess whether Cc1cc(NC(=O)CN2CCC[C@@H](C)C2)n([C@@H]2CCS(=O)(=O)C2)n1 contains a double bond type.,1
smiles,Identify the carbon atom count in the molecule CC(C)c1nc2c(n1[C@H](C)c1ccccc1)C(C(Cc1ccccc1)C(=O)O)CCC2.,27,Count the number of rings in CC(C)c1nc2c(n1[C@H](C)c1ccccc1)C(C(Cc1ccccc1)C(=O)O)CCC2.,4,Does the SMILES CC(C)c1nc2c(n1[C@H](C)c1ccccc1)C(C(Cc1ccccc1)C(=O)O)CCC2 encode a halide functional group?,0,Does CC(C)c1nc2c(n1[C@H](C)c1ccccc1)C(C(Cc1ccccc1)C(=O)O)CCC2 feature any triple bonds?,0
smiles,How many carbons are present in the molecule CCn1cc(Br)cc1C(=O)NC1(c2nnc[nH]2)CCC1?,13,Report the number of rings in the molecule CCn1cc(Br)cc1C(=O)NC1(c2nnc[nH]2)CCC1.,3,Does CCn1cc(Br)cc1C(=O)NC1(c2nnc[nH]2)CCC1 have at least one halide group?,1,Is a double bond found in the SMILES CCn1cc(Br)cc1C(=O)NC1(c2nnc[nH]2)CCC1?,1
smiles,Report the number of carbon atoms in CC(C)(C)NC1Cc2cccc(N)c2C1.,13,What is the total number of rings in CC(C)(C)NC1Cc2cccc(N)c2C1?,2,Identify if CC(C)(C)NC1Cc2cccc(N)c2C1 contains a amide.,0,Identify whether CC(C)(C)NC1Cc2cccc(N)c2C1 has any triple bonds.,0
smiles,How many carbons are present in the molecule CCOC(=O)c1nn(-c2ccc(C)cc2)c(=O)cc1OCC(=O)Nc1ccc(OCC)cc1?,24,Report the number of rings in the molecule CCOC(=O)c1nn(-c2ccc(C)cc2)c(=O)cc1OCC(=O)Nc1ccc(OCC)cc1.,3,Is the amine functional group found in CCOC(=O)c1nn(-c2ccc(C)cc2)c(=O)cc1OCC(=O)Nc1ccc(OCC)cc1?,1,Identify whether CCOC(=O)c1nn(-c2ccc(C)cc2)c(=O)cc1OCC(=O)Nc1ccc(OCC)cc1 has any aromatic bonds.,1
smiles,Compute the total number of carbons in CCN(CC(=O)NO)C(=O)C1CCCCC1C(=O)O.,12,Report the number of rings in the molecule CCN(CC(=O)NO)C(=O)C1CCCCC1C(=O)O.,1,Determine whether CCN(CC(=O)NO)C(=O)C1CCCCC1C(=O)O includes a phenol functional group.,0,Check if the structure CCN(CC(=O)NO)C(=O)C1CCCCC1C(=O)O has a aromatic bond.,0
smiles,Count the number of carbon atoms in CCOC(=O)C1CCN(C(=O)C(C)Oc2ccc(Br)cc2)CC1.,17,Report the number of rings in the molecule CCOC(=O)C1CCN(C(=O)C(C)Oc2ccc(Br)cc2)CC1.,2,Does the SMILES CCOC(=O)C1CCN(C(=O)C(C)Oc2ccc(Br)cc2)CC1 encode a amine functional group?,1,Identify whether CCOC(=O)C1CCN(C(=O)C(C)Oc2ccc(Br)cc2)CC1 has any aromatic bonds.,1
smiles,What is the total count of carbon atoms in N#Cc1cc(C(=O)c2ccccc2OCC(=O)Nc2ccccc2Cl)cn(C2CCCCC2)c1=O?,27,"For N#Cc1cc(C(=O)c2ccccc2OCC(=O)Nc2ccccc2Cl)cn(C2CCCCC2)c1=O, how many distinct rings are present?",4,Does the molecule N#Cc1cc(C(=O)c2ccccc2OCC(=O)Nc2ccccc2Cl)cn(C2CCCCC2)c1=O contain a nitro functional group?,0,Assess whether N#Cc1cc(C(=O)c2ccccc2OCC(=O)Nc2ccccc2Cl)cn(C2CCCCC2)c1=O contains a double bond type.,1
smiles,What is the total count of carbon atoms in CCC(C=O)CC#N?,6,How many ring systems does CCC(C=O)CC#N contain?,0,Is the aldehyde functional group found in CCC(C=O)CC#N?,1,Identify whether CCC(C=O)CC#N has any aromatic bonds.,0
smiles,"For the SMILES C=CC(=O)N1CCC[C@@H](c2ccccn2)C1, how many carbon atoms does it contain?",13,"Given the SMILES C=CC(=O)N1CCC[C@@H](c2ccccn2)C1, return its ring count.",2,Does C=CC(=O)N1CCC[C@@H](c2ccccn2)C1 have at least one nitro group?,0,"For the molecule C=CC(=O)N1CCC[C@@H](c2ccccn2)C1, does a triple bond exist?",0
smiles,How many carbons are present in the molecule C#CC1(O)C(O)C2OC21?,6,Count the number of rings in C#CC1(O)C(O)C2OC21.,2,Does C#CC1(O)C(O)C2OC21 have at least one alcohol group?,1,"For the molecule C#CC1(O)C(O)C2OC21, does a triple bond exist?",1
smiles,"Given CCNC(=N)c1ccc(N2CCN(c3ccccc3)CC2)cc1, return the number of carbon atoms.",19,"For CCNC(=N)c1ccc(N2CCN(c3ccccc3)CC2)cc1, how many distinct rings are present?",3,Determine whether CCNC(=N)c1ccc(N2CCN(c3ccccc3)CC2)cc1 includes a ester functional group.,0,Does CCNC(=N)c1ccc(N2CCN(c3ccccc3)CC2)cc1 feature any triple bonds?,0
smiles,Determine the total carbon count for CCCCNC(=O)N1CCC2(CC1)C[C@H](Oc1cccnc1)CO2.,18,How many cyclic structures are in CCCCNC(=O)N1CCC2(CC1)C[C@H](Oc1cccnc1)CO2?,3,Is the amide functional group found in CCCCNC(=O)N1CCC2(CC1)C[C@H](Oc1cccnc1)CO2?,1,Determine whether CCCCNC(=O)N1CCC2(CC1)C[C@H](Oc1cccnc1)CO2 includes at least one double bond.,1
smiles,How many carbons are present in the molecule CCN(CC)C(=O)c1cccc(-c2c(COC)n[nH]c2C)c1?,17,"For CCN(CC)C(=O)c1cccc(-c2c(COC)n[nH]c2C)c1, how many distinct rings are present?",2,Does CCN(CC)C(=O)c1cccc(-c2c(COC)n[nH]c2C)c1 have at least one nitro group?,0,Does the chemical structure CCN(CC)C(=O)c1cccc(-c2c(COC)n[nH]c2C)c1 include triple bonding?,0
smiles,"Given CCN(CC)CCCN1CCN2CCC[C@H]2C1, return the number of carbon atoms.",14,Report the number of rings in the molecule CCN(CC)CCCN1CCN2CCC[C@H]2C1.,2,Is the amine functional group found in CCN(CC)CCCN1CCN2CCC[C@H]2C1?,1,"For the molecule CCN(CC)CCCN1CCN2CCC[C@H]2C1, does a double bond exist?",0
smiles,What is the total count of carbon atoms in COc1cc(C(=O)NCCc2csc3nc(-c4ccccc4C)nn23)cc(OC)c1OC?,23,How many cyclic structures are in COc1cc(C(=O)NCCc2csc3nc(-c4ccccc4C)nn23)cc(OC)c1OC?,4,Identify if COc1cc(C(=O)NCCc2csc3nc(-c4ccccc4C)nn23)cc(OC)c1OC contains a halide.,0,Check if the structure COc1cc(C(=O)NCCc2csc3nc(-c4ccccc4C)nn23)cc(OC)c1OC has a aromatic bond.,1
smiles,What is the total count of carbon atoms in CC1Oc2ccc(-c3nc(CN)[nH]c3Br)cc2NC1=O?,13,Count the number of rings in CC1Oc2ccc(-c3nc(CN)[nH]c3Br)cc2NC1=O.,3,Determine whether CC1Oc2ccc(-c3nc(CN)[nH]c3Br)cc2NC1=O includes a amine functional group.,1,Does the molecule CC1Oc2ccc(-c3nc(CN)[nH]c3Br)cc2NC1=O contain any double bonds?,1
smiles,Compute the total number of carbons in CC1(C)C=C2C3CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1.,30,Compute the ring count of CC1(C)C=C2C3CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1.,5,Is a amide group present in CC1(C)C=C2C3CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1?,0,Check if the structure CC1(C)C=C2C3CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CC1 has a triple bond.,0
smiles,Identify the carbon atom count in the molecule COC(C)CCC=O.,6,Determine the ring count for COC(C)CCC=O.,0,Is the aldehyde functional group found in COC(C)CCC=O?,1,Identify whether COC(C)CCC=O has any double bonds.,1
smiles,Compute the total number of carbons in CN1CCCC1C1C[S+]([O-])C(c2ccccc2)(C2CCCCC2)O1.,20,"Given the SMILES CN1CCCC1C1C[S+]([O-])C(c2ccccc2)(C2CCCCC2)O1, return its ring count.",4,"For the molecule CN1CCCC1C1C[S+]([O-])C(c2ccccc2)(C2CCCCC2)O1, is a halide functional group present?",0,Are double bonds present in CN1CCCC1C1C[S+]([O-])C(c2ccccc2)(C2CCCCC2)O1?,0
smiles,How many carbon atoms make up the structure CC1CC2C(O)COC12?,7,How many cyclic structures are in CC1CC2C(O)COC12?,2,Check if the structure CC1CC2C(O)COC12 contains a alcohol.,1,Identify whether CC1CC2C(O)COC12 has any double bonds.,0
smiles,What is the total count of carbon atoms in CC1(O)C=CC2CC21?,7,How many ring systems does CC1(O)C=CC2CC21 contain?,2,Does CC1(O)C=CC2CC21 have at least one carboxylic_acid group?,0,Does the chemical structure CC1(O)C=CC2CC21 include double bonding?,1
