smiles,iupac
CC(C)[C@H](N)C(=O)NCc1ccnc(Br)c1,(2S)-2-amino-N-[(2-bromo-4-pyridinyl)methyl]-3-methylbutanamide
O=C(C=Cc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"3-phenyl-N-[4-(1,3-thiazol-2-ylsulfamoyl)phenyl]prop-2-enamide"
CCCOC1CC(O)C1,3-propoxycyclobutan-1-ol
OCCOc1cccc(OCCO)n1,2-[[6-(2-hydroxyethoxy)-2-pyridinyl]oxy]ethanol
NC(CCCCc1cnc[nH]1)C(=O)O,2-amino-6-(1H-imidazol-5-yl)hexanoic acid
COc1ccc(Nc2nn(-c3ccc(OC(F)(F)F)cc3)nc2C(C)=O)cc1,1-[5-(4-methoxyanilino)-2-[4-(trifluoromethoxy)phenyl]triazol-4-yl]ethanone
CCCCCCCCCCCOC(=O)C=Cc1ccc(O)c(O)c1,"undecyl 3-(3,4-dihydroxyphenyl)prop-2-enoate"
CC(O)CCC1CC1,4-cyclopropylbutan-2-ol
Cc1cccc(NC(=O)c2c(C)oc3ncn(CC(C)C)c(=O)c23)c1C,"N-(2,3-dimethylphenyl)-6-methyl-3-(2-methylpropyl)-4-oxofuro[2,3-d]pyrimidine-5-carboxamide"
COC(=O)c1ccc2nc(-c3ccc(C(=O)NCc4ccc(Cl)c(Cl)c4)cc3)[nH]c2c1,"methyl 2-[4-[(3,4-dichlorophenyl)methylcarbamoyl]phenyl]-3H-benzimidazole-5-carboxylate"
CC(C)CC1CCC(=O)C(C)C1,2-methyl-4-(2-methylpropyl)cyclohexan-1-one
Cc1ccc2nc(N3CCC(C(=O)O)CC3)nc(-c3ccccc3)c2c1,1-(6-methyl-4-phenylquinazolin-2-yl)piperidine-4-carboxylic acid
CC(C)NCC(O)COc1ccc(CCC(=O)O)cc1,3-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]propanoic acid
Cc1cccc(N2CCN(CCC3CC(N)C3)CC2)c1Cl,3-[2-[4-(2-chloro-3-methylphenyl)piperazin-1-yl]ethyl]cyclobutan-1-amine
CC[C@@H](C)NC(=O)CSc1nnnn1-c1cccc(F)c1,N-[(2R)-butan-2-yl]-2-[1-(3-fluorophenyl)tetrazol-5-yl]sulfanylacetamide
CC(C)c1ccc(CCC(=O)NCCSCc2ccccc2Cl)cc1,N-[2-[(2-chlorophenyl)methylsulfanyl]ethyl]-3-(4-propan-2-ylphenyl)propanamide
O=CCc1ccoc1,2-(furan-3-yl)acetaldehyde
CC1CN(c2cc(Cl)nc(SCC(=O)N3CCN(CC=Cc4ccccc4)CC3)n2)CCN1C(=O)c1ccccc1Cl,2-[4-chloro-6-[4-(2-chlorobenzoyl)-3-methylpiperazin-1-yl]pyrimidin-2-yl]sulfanyl-1-[4-(3-phenylprop-2-enyl)piperazin-1-yl]ethanone
NC(CCC1CCCCO1)C1CCOC2(CCCC2)C1,3-(oxan-2-yl)-1-(6-oxaspiro[4.5]decan-9-yl)propan-1-amine
O=C(c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1)N1CCC[C@H]2CCCC[C@H]21,"N-[4-[(4aR,8aR)-3,4,4a,5,6,7,8,8a-octahydro-2H-quinoline-1-carbonyl]phenyl]-2,3-dihydro-1,4-benzodioxine-6-sulfonamide"
CC(C)c1noc(-c2ccc(N3CCNC(=O)CC3)nc2)n1,"1-[5-(3-propan-2-yl-1,2,4-oxadiazol-5-yl)-2-pyridinyl]-1,4-diazepan-5-one"
COc1ccc(CN2CCCO[C@@H](CN3CCOCC3)C2)cc1,"(2R)-4-[(4-methoxyphenyl)methyl]-2-(morpholin-4-ylmethyl)-1,4-oxazepane"
O=C(NCCc1cccnc1)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1,"4-[(1,3-dioxoisoindol-2-yl)methyl]-N-(2-pyridin-3-ylethyl)benzamide"
CC(C)(C)n1ncnc1CN1CCC[C@@H]1CC(=O)c1cccs1,"2-[(2R)-1-[(2-tert-butyl-1,2,4-triazol-3-yl)methyl]pyrrolidin-2-yl]-1-thiophen-2-ylethanone"
COCO[C@H]1C[C@@]2(O[C@H]1CCOCc1ccccc1)O[C@]1(CC[C@@H]2C)C[C@@H](OC)C[C@@H](CO)O1,"[(2S,3S,5R,7R,9S,11S,15S)-11-methoxy-2-(methoxymethoxy)-15-methyl-3-(2-phenylmethoxyethyl)-4,6,8-trioxadispiro[4.1.57.35]pentadecan-9-yl]methanol"
c1ccc2c(c1)oc1c(NCC34COCCN3CCOC4)ncnc12,"N-(1,3,4,6,7,9-hexahydro-[1,4]oxazino[3,4-c][1,4]oxazin-9a-ylmethyl)-[1]benzofuro[3,2-d]pyrimidin-4-amine"
CCOc1nc(-c2cccc(-c3cccc(-c4ccc(CNCCO)c(OCC)n4)c3C)c2C)ccc1CNCCO,2-[[2-ethoxy-6-[3-[3-[6-ethoxy-5-[(2-hydroxyethylamino)methyl]-2-pyridinyl]-2-methylphenyl]-2-methylphenyl]-3-pyridinyl]methylamino]ethanol
CN(C)C(=O)Cn1cc(-c2cnc(NC(=O)C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)nn1,"2-(4-cyclopropylsulfonylphenyl)-N-[5-[1-[2-(dimethylamino)-2-oxoethyl]triazol-4-yl]-1,3-thiazol-2-yl]-3-(oxan-4-yl)propanamide"
CC(C)N1c2nc(Nc3ccc(NCCCN4CCN(C)CC4)cc3)ncc2NC1Nc1ccccc1,"2-N-[4-[3-(4-methylpiperazin-1-yl)propylamino]phenyl]-8-N-phenyl-9-propan-2-yl-7,8-dihydropurine-2,8-diamine"
NC(=O)NCCCC(NC(=O)CNC(=O)CCCCCN1C(=O)C=CC1=O)C(=O)Nc1ccc(COc2cc3c(c4ccccc24)CCN3C(=O)CCCC(=O)N2CC(CCl)c3c2cc(O)c2ccccc32)cc1,"N-[2-[[5-(carbamoylamino)-1-[4-[[3-[5-[1-(chloromethyl)-5-hydroxy-1,2-dihydrobenzo[e]indol-3-yl]-5-oxopentanoyl]-1,2-dihydrobenzo[e]indol-5-yl]oxymethyl]anilino]-1-oxopentan-2-yl]amino]-2-oxoethyl]-6-(2,5-dioxopyrrol-1-yl)hexanamide"
Nc1ccc(S(=O)(=O)Cc2cccc(Cl)c2F)c(Cl)c1,3-chloro-4-[(3-chloro-2-fluorophenyl)methylsulfonyl]aniline
Brc1ccc(-c2nnc3ccc(N4CCN(c5ccccc5)CC4)nn23)cc1,"3-(4-bromophenyl)-6-(4-phenylpiperazin-1-yl)-[1,2,4]triazolo[4,3-b]pyridazine"
COCCNCC(=O)Nc1ccccc1-n1ccc(C)n1,2-(2-methoxyethylamino)-N-[2-(3-methylpyrazol-1-yl)phenyl]acetamide
CCCN(Cc1ccccc1O)S(=O)(=O)N(C)CC,2-[[[ethyl(methyl)sulfamoyl]-propylamino]methyl]phenol
Cc1ccc(S(=O)(=O)N2CCC[C@H](c3nc(-c4ccc(NS(C)(=O)=O)cc4)no3)C2)cc1,"N-[4-[5-[(3S)-1-(4-methylphenyl)sulfonylpiperidin-3-yl]-1,2,4-oxadiazol-3-yl]phenyl]methanesulfonamide"
Cc1nnc(CN2CCC(Cc3ccccc3)CC2)n1C,"4-benzyl-1-[(4,5-dimethyl-1,2,4-triazol-3-yl)methyl]piperidine"
CCC(=O)N1CCc2nc3cc([C@@H]4CCCCN4Cc4csc(C)c4)nn3c(O)c2C1,"5-[(2S)-1-[(5-methylthiophen-3-yl)methyl]piperidin-2-yl]-11-propanoyl-2,6,7,11-tetrazatricyclo[7.4.0.03,7]trideca-1(9),2,4-trien-8-one"
Cc1cc(F)cc(C(=O)NCC(N)C2CC2)c1[N+](=O)[O-],N-(2-amino-2-cyclopropylethyl)-5-fluoro-3-methyl-2-nitrobenzamide
COc1ccc(NC(=O)c2cc(-c3cc(F)ccc3OC)[nH]n2)cn1,3-(5-fluoro-2-methoxyphenyl)-N-(6-methoxy-3-pyridinyl)-1H-pyrazole-5-carboxamide
OC1C(CSc2ccccc2F)OC(n2cnc3c(NC4CC5CCC4C5)ncnc32)C1O,"2-[6-(2-bicyclo[2.2.1]heptanylamino)purin-9-yl]-5-[(2-fluorophenyl)sulfanylmethyl]oxolane-3,4-diol"
Cc1ccc(NC(=O)c2cc(-n3c(C)ccc3C)ccc2Cl)c(O)c1,"2-chloro-5-(2,5-dimethylpyrrol-1-yl)-N-(2-hydroxy-4-methylphenyl)benzamide"
COc1ccc(-n2c(Cn3c(=O)sc4ccccc43)nnc2SCC(=O)N2CCOCC2)cc1,"3-[[4-(4-methoxyphenyl)-5-(2-morpholin-4-yl-2-oxoethyl)sulfanyl-1,2,4-triazol-3-yl]methyl]-1,3-benzothiazol-2-one"
Cc1ccc(S(=O)(=O)N(C)CC(=O)N(Cc2ccc(Cl)cc2)[C@@H](Cc2ccccc2)C(=O)NC(C)C)cc1,(2S)-2-[(4-chlorophenyl)methyl-[2-[methyl-(4-methylphenyl)sulfonylamino]acetyl]amino]-3-phenyl-N-propan-2-ylpropanamide
CC(=O)Nc1ccc(S(=O)(=O)NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,N-[4-[[4-(trifluoromethyl)phenyl]carbamoylsulfamoyl]phenyl]acetamide
COc1cc(C)c(CCN(C)CCN)c(C)c1C,"N'-[2-(4-methoxy-2,3,6-trimethylphenyl)ethyl]-N'-methylethane-1,2-diamine"
CCN(CC)S(=O)(=O)c1cc(-c2ccc(=O)n([C@H](C)C(=O)c3ccc(C)c(C)c3)n2)ccc1C,"5-[1-[(2R)-1-(3,4-dimethylphenyl)-1-oxopropan-2-yl]-6-oxopyridazin-3-yl]-N,N-diethyl-2-methylbenzenesulfonamide"
O=CNC1CCC(=O)C1,N-(3-oxocyclopentyl)formamide
Cc1ccc(S(=O)(=O)N2CCCCCC2)cc1C(=O)Nc1ccccc1Cl,5-(azepan-1-ylsulfonyl)-N-(2-chlorophenyl)-2-methylbenzamide
O=C1NCCN(C(=O)CC2CCC2)[C@@H]1c1ccccc1Cl,(3R)-3-(2-chlorophenyl)-4-(2-cyclobutylacetyl)piperazin-2-one
CCc1[nH]nc(O)c1N,"4-amino-5-ethyl-1,2-dihydropyrazol-3-one"
CCc1noc(CSCc2cc(OC)ccn2)n1,"3-ethyl-5-[(4-methoxy-2-pyridinyl)methylsulfanylmethyl]-1,2,4-oxadiazole"
C=CCOc1cccc(-n2c(C)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)c1,"2,4,7-trimethyl-6-(3-prop-2-enoxyphenyl)purino[7,8-a]imidazole-1,3-dione"
COC(=O)c1cccnc1Cl,methyl 2-chloropyridine-3-carboxylate
CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,"(2,6,6,8-tetramethyl-8-tricyclo[5.3.1.01,5]undecanyl) acetate"
C=CC(C)(C(=O)O)c1ccc(C(F)(F)F)cc1,2-methyl-2-[4-(trifluoromethyl)phenyl]but-3-enoic acid
CC[C@@H](C)C(=O)Nc1nnc(SCC(=O)Nc2ccc(C)c(Cl)c2)s1,"(2R)-N-[5-[2-(3-chloro-4-methylanilino)-2-oxoethyl]sulfanyl-1,3,4-thiadiazol-2-yl]-2-methylbutanamide"
CCCNC(=O)[C@@H](CC)N(Cc1ccc(C)cc1)C(=O)CCc1ccc2c(c1)OCO2,"(2R)-2-[3-(1,3-benzodioxol-5-yl)propanoyl-[(4-methylphenyl)methyl]amino]-N-propylbutanamide"
O=C(Nc1ccncc1)c1ccc(NS(=O)(=O)c2ccc3[nH]c(O)nc3c2)cc1,"4-[(2-oxo-1,3-dihydrobenzimidazol-5-yl)sulfonylamino]-N-pyridin-4-ylbenzamide"
CC(CN1CCCCC1)OC(=O)c1ccccc1F,1-piperidin-1-ylpropan-2-yl 2-fluorobenzoate
CC[C@H](C)NC(=O)c1nc(S(C)(=O)=O)ncc1Cl,N-[(2S)-butan-2-yl]-5-chloro-2-methylsulfonylpyrimidine-4-carboxamide
Fc1cccc(Cc2nc3cccnc3n2C2CCSC2)c1,"2-[(3-fluorophenyl)methyl]-3-(thiolan-3-yl)imidazo[4,5-b]pyridine"
CC(C(c1ccc2cc(OCC(C)(C)C)ccc2c1)n1ccnc1)N(C)C,"1-[6-(2,2-dimethylpropoxy)naphthalen-2-yl]-1-imidazol-1-yl-N,N-dimethylpropan-2-amine"
CC(=O)N[C@H](O[C@H](NC(C)=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,"N-[(1S)-1-[(1R)-1-acetamido-2,2,2-trichloroethoxy]-2,2,2-trichloroethyl]acetamide"
CNc1n[nH]c(N)n1,"3-N-methyl-1H-1,2,4-triazole-3,5-diamine"
O=C(c1ccc(C(F)(F)F)cc1)N1CCCCC1,piperidin-1-yl-[4-(trifluoromethyl)phenyl]methanone
COC(=O)c1ccccc1NC(=O)N1CCN(CCCOC(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,methyl 2-[[4-[3-[bis(4-chlorophenyl)methoxy]propyl]piperazine-1-carbonyl]amino]benzoate
CC(=O)N1CCC(N2CCN(c3cccc(C(C)C)n3)CC2)CC1,1-[4-[4-(6-propan-2-yl-2-pyridinyl)piperazin-1-yl]piperidin-1-yl]ethanone
Cc1cc(C2CN2)on1,"5-(aziridin-2-yl)-3-methyl-1,2-oxazole"
Fc1ccc(F)c(CNCCSc2ccccc2)c1,"N-[(2,5-difluorophenyl)methyl]-2-phenylsulfanylethanamine"
COc1ccccc1[C@@H](NC(=O)CC1CCCC1)c1nccn1C,2-cyclopentyl-N-[(R)-(2-methoxyphenyl)-(1-methylimidazol-2-yl)methyl]acetamide
CCOc1cccc2cc(-c3nnc(NC(=O)CSc4ccc(F)cc4)o3)oc12,"N-[5-(7-ethoxy-1-benzofuran-2-yl)-1,3,4-oxadiazol-2-yl]-2-(4-fluorophenyl)sulfanylacetamide"
CC(C)c1nccn1CC(=O)N1CC[C@@]2(CCCO2)C(=O)C1,(5S)-8-[2-(2-propan-2-ylimidazol-1-yl)acetyl]-1-oxa-8-azaspiro[4.5]decan-6-one
O=C(NCCSCc1ccco1)[C@H]1CCCN(c2nc3ccccc3[nH]2)C1,(3S)-1-(1H-benzimidazol-2-yl)-N-[2-(furan-2-ylmethylsulfanyl)ethyl]piperidine-3-carboxamide
COCCCn1c(S[C@H](C)C(=O)Nc2ccccc2OC(F)F)nnc1-c1ccccc1Cl,"(2R)-2-[[5-(2-chlorophenyl)-4-(3-methoxypropyl)-1,2,4-triazol-3-yl]sulfanyl]-N-[2-(difluoromethoxy)phenyl]propanamide"
COc1cc(-n2cnc3cc(C(=O)O)ccc32)cc(OC)c1OC,"1-(3,4,5-trimethoxyphenyl)benzimidazole-5-carboxylic acid"
O=C(NCCO)C1=Cc2cc(Br)ccc2OC=C1,7-bromo-N-(2-hydroxyethyl)-1-benzoxepine-4-carboxamide
Cc1cc(F)ccc1S(=O)(=O)NCc1nc(C)c(Cc2ccccc2)s1,"N-[(5-benzyl-4-methyl-1,3-thiazol-2-yl)methyl]-4-fluoro-2-methylbenzenesulfonamide"
CC=Cc1ccccc1-c1cc2cn(C3CC(O)C(CO)O3)c(=O)nc2o1,"3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(2-prop-1-enylphenyl)furo[2,3-d]pyrimidin-2-one"
Nc1c(C(=O)Nc2ccc(F)cc2)sc2nc3c(c(-c4ccc(Cl)cc4)c12)CCC3,"6-amino-8-(4-chlorophenyl)-N-(4-fluorophenyl)-4-thia-2-azatricyclo[7.3.0.03,7]dodeca-1(9),2,5,7-tetraene-5-carboxamide"
O=C1C2=C(NC(=S)NC2c2cccc(OCCO)c2)c2ccccc21,"4-[3-(2-hydroxyethoxy)phenyl]-2-sulfanylidene-3,4-dihydro-1H-indeno[1,2-d]pyrimidin-5-one"
CCCCCCNCC(O)c1cc2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc12,"1-[3,6-bis(trifluoromethyl)phenanthren-9-yl]-2-(hexylamino)ethanol"
c1cc2cncn2nn1,"imidazo[1,5-c]triazine"
Oc1cc(F)c(F)cn1,"4,5-difluoro-1H-pyridin-2-one"
CC(=O)c1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1,"N-(4-acetylphenyl)-1-(2,1,3-benzoxadiazol-4-ylsulfonyl)piperidine-4-carboxamide"
O=Cc1ccccc1NNc1ccccn1,2-(2-pyridin-2-ylhydrazinyl)benzaldehyde
CCCCCn1cc2c(=O)n(Cc3ccccc3)nc-2c2ccccc21,"2-benzyl-5-pentylpyrazolo[4,3-c]quinolin-3-one"
O=C1c2ccccc2-c2nc3ccncc3n21,"1,4,8-triazatetracyclo[7.7.0.02,7.010,15]hexadeca-2(7),3,5,8,10,12,14-heptaen-16-one"
CN(CC(=O)Nc1ccccc1)C1CCCC1,2-[cyclopentyl(methyl)amino]-N-phenylacetamide
CCOC(=O)c1c(NC(=O)Cn2c(C)nc3ccccc32)sc2c1CCC2,"ethyl 2-[[2-(2-methylbenzimidazol-1-yl)acetyl]amino]-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxylate"
Cc1ccc(S(=O)(=O)N2C[C@@H](C(=O)NCCOc3cccc(C)c3C)Oc3cc(C)ccc32)cc1,"(2S)-N-[2-(2,3-dimethylphenoxy)ethyl]-7-methyl-4-(4-methylphenyl)sulfonyl-2,3-dihydro-1,4-benzoxazine-2-carboxamide"
CCOC(=O)C=C1C(CCCOCc2ccccc2)C2CCCC23CC2(CCN13)OCCO2,"ethyl 2-[7-(3-phenylmethoxypropyl)spiro[1,3,4,7,7a,8,9,10-octahydrocyclopenta[i]indolizine-2,2'-1,3-dioxolane]-6-ylidene]acetate"
Cc1ncoc1C(C)C,"4-methyl-5-propan-2-yl-1,3-oxazole"
CC(Cn1cccn1)NC(=O)NCCc1cccs1,1-(1-pyrazol-1-ylpropan-2-yl)-3-(2-thiophen-2-ylethyl)urea
COc1cccc(N[C@@H]2CC(=O)N(c3ccc(C(=O)O)cc3)C2=O)c1,"4-[(3R)-3-(3-methoxyanilino)-2,5-dioxopyrrolidin-1-yl]benzoic acid"
Cc1cncc(C)c1Nc1ccc(N2CCN(C)CC2)cc1,"3,5-dimethyl-N-[4-(4-methylpiperazin-1-yl)phenyl]pyridin-4-amine"
CS(=O)(=O)Nc1cccc(Nc2nc(NCc3ccc4nonc4c3)c3[nH]cnc3n2)c1,"N-[3-[[6-(2,1,3-benzoxadiazol-5-ylmethylamino)-7H-purin-2-yl]amino]phenyl]methanesulfonamide"
Cc1cccc(NP(=O)(Oc2ccccc2F)Oc2ccccc2F)c1,N-bis(2-fluorophenoxy)phosphoryl-3-methylaniline
O=C(Nc1nccs1)c1csc(C2CC(O)C(CO)O2)n1,"2-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-N-(1,3-thiazol-2-yl)-1,3-thiazole-4-carboxamide"
COc1ccc(C(C)N(C)Cc2ccco2)cc1,N-(furan-2-ylmethyl)-1-(4-methoxyphenyl)-N-methylethanamine
CCC1NC(c2ccccc2)N(CC2(SC)CCC2)C1=O,5-ethyl-3-[(1-methylsulfanylcyclobutyl)methyl]-2-phenylimidazolidin-4-one
CCn1c2ccccc2c2ccc3oc4ccccc4c3c21,"12-ethyl-[1]benzofuro[3,2-a]carbazole"
Nc1nc(CCC(=O)NCc2cnc(-c3ccccc3)s2)cs1,"3-(2-amino-1,3-thiazol-4-yl)-N-[(2-phenyl-1,3-thiazol-5-yl)methyl]propanamide"
CSCc1cccc(C(=O)N2CCC[C@H]2Cn2cc(C)cn2)c1,[(2S)-2-[(4-methylpyrazol-1-yl)methyl]pyrrolidin-1-yl]-[3-(methylsulfanylmethyl)phenyl]methanone
Cc1nc2sc(C(=O)Nc3sc4c(c3C(N)=O)CCC4)c(N)c2c(C)c1C,"3-amino-N-(3-carbamoyl-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl)-4,5,6-trimethylthieno[2,3-b]pyridine-2-carboxamide"
CC(=O)c1cc[nH]c1N,1-(2-amino-1H-pyrrol-3-yl)ethanone
Cc1ccc(NC(=O)c2cccc(Nc3cc(-c4cccc(C)c4)ncn3)c2)cc1,N-(4-methylphenyl)-3-[[6-(3-methylphenyl)pyrimidin-4-yl]amino]benzamide
CC(C)n1cc(CN2Cc3ccnn3CC(OCc3ccncc3)C2)cn1,"5-[(1-propan-2-ylpyrazol-4-yl)methyl]-7-(pyridin-4-ylmethoxy)-4,6,7,8-tetrahydropyrazolo[1,5-a][1,4]diazepine"
COC(=O)CCC(NC(=O)N(CCC(=O)NCCNC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C(=O)N2Cc1cccc(Cl)c1)C(=O)OC)C(=O)OC,"dimethyl 2-[[[3-[2-[[5-[(3-chlorophenyl)methyl]-6,11,11-trioxobenzo[b][1,4]benzothiazepine-2-carbonyl]amino]ethylamino]-3-oxopropyl]-methoxycarbonylcarbamoyl]amino]pentanedioate"
CS[C@H]1CCC[C@H]1N(C)S(=O)(=O)Cc1noc2ccccc12,"1-(1,2-benzoxazol-3-yl)-N-methyl-N-[(1R,2S)-2-methylsulfanylcyclopentyl]methanesulfonamide"
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(N(C)C)cc3)c2c1,"1-N-(6-chloro-2-methoxyacridin-9-yl)-4-N,4-N-dimethylbenzene-1,4-diamine"
Cc1c([N+](=O)[O-])cc(S(=O)(=O)Nc2cccc(-c3csc(-c4ccccc4)n3)c2)cc1[N+](=O)[O-],"4-methyl-3,5-dinitro-N-[3-(2-phenyl-1,3-thiazol-4-yl)phenyl]benzenesulfonamide"
CCCCCCn1c2ccccc2c2cc(-c3oc(-c4ccc(OC)cc4)c4ccccc34)ccc21,9-hexyl-3-[3-(4-methoxyphenyl)-2-benzofuran-1-yl]carbazole
O=C(CCCCN1C(=O)c2ccccc2Cc2ccccc21)NO,N-hydroxy-5-(6-oxo-11H-benzo[c][1]benzazepin-5-yl)pentanamide
CC(OCC1COCC1CCCCCCC(=O)O)C1CCCC1,7-[4-(1-cyclopentylethoxymethyl)oxolan-3-yl]heptanoic acid
CCC1(CC)CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2CCC4C)CC[C@@H]1O,"8-[(4S)-3,3-diethyl-4-hydroxypiperidin-1-yl]-7-fluoro-12-methyl-4-oxo-1-azatricyclo[7.3.1.05,13]trideca-2,5,7,9(13)-tetraene-3-carboxylic acid"
NC(=O)Nc1ccoc1,furan-3-ylurea
Cn1c(-c2cccc(C(F)c3cccc(N4c5cc6c(cc5C(C)(C)c5cccnc54)oc4ccccc46)c3)c2)nc2ccccc21,"21-[3-[fluoro-[3-(1-methylbenzimidazol-2-yl)phenyl]methyl]phenyl]-14,14-dimethyl-10-oxa-19,21-diazapentacyclo[11.8.0.03,11.04,9.015,20]henicosa-1(13),2,4,6,8,11,15(20),16,18-nonaene"
Cn1cc(-c2nc3ccc(CC(=O)N4CC(F)CC4COC4CCC(C(=O)O)CC4)cc3o2)c2ccc(F)cc21,"4-[[4-fluoro-1-[2-[2-(6-fluoro-1-methylindol-3-yl)-1,3-benzoxazol-6-yl]acetyl]pyrrolidin-2-yl]methoxy]cyclohexane-1-carboxylic acid"
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C(N)=O)cc1)n2CCC(N)=O,"4-N-[1-(3-amino-3-oxopropyl)-5-[cyclohexanecarbonyl(methyl)amino]benzimidazol-2-yl]benzene-1,4-dicarboxamide"
CCC(=O)N1CCc2cc(Br)cc(S(=O)(=O)N3CCCC(C(=O)NCc4cccc(OC)c4)C3)c21,"1-[(5-bromo-1-propanoyl-2,3-dihydroindol-7-yl)sulfonyl]-N-[(3-methoxyphenyl)methyl]piperidine-3-carboxamide"
CC(C)CSc1nnc(NC(=O)[C@@H]2CCCN(S(=O)(=O)Cc3cccc(Cl)c3)C2)s1,"(3R)-1-[(3-chlorophenyl)methylsulfonyl]-N-[5-(2-methylpropylsulfanyl)-1,3,4-thiadiazol-2-yl]piperidine-3-carboxamide"
Cc1ccc(CNCCS(=O)(=O)N2CCOCC2)cc1C,"N-[(3,4-dimethylphenyl)methyl]-2-morpholin-4-ylsulfonylethanamine"
CCc1cc2c(=O)n(CC(=O)c3ccc(OC)cc3C)c(=O)n(Cc3ccc(-c4ccccc4-c4nc(=O)o[nH]4)cc3)c2s1,"6-ethyl-3-[2-(4-methoxy-2-methylphenyl)-2-oxoethyl]-1-[[4-[2-(5-oxo-4H-1,2,4-oxadiazol-3-yl)phenyl]phenyl]methyl]thieno[2,3-d]pyrimidine-2,4-dione"
Nc1nc(N)c(N)o1,"1,3-oxazole-2,4,5-triamine"
CC1(C)CN(C(=O)c2cccnc2SC(F)F)CCO1,"[2-(difluoromethylsulfanyl)-3-pyridinyl]-(2,2-dimethylmorpholin-4-yl)methanone"
CC12COC(C1)C2,4-methyl-2-oxabicyclo[2.1.1]hexane
COc1cccc(N2CCN(Cc3coc(-c4ccc(C)cc4)n3)CC2)c1,"4-[[4-(3-methoxyphenyl)piperazin-1-yl]methyl]-2-(4-methylphenyl)-1,3-oxazole"
COCC1COCC1O,4-(methoxymethyl)oxolan-3-ol
Cn1c(Nc2ccccc2)nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2c1=O,"2-anilino-3-methyl-8-(4-oxo-1,5,6,7-tetrahydropyrrolo[3,2-c]pyridin-2-yl)quinazolin-4-one"
O=C(OCC(=O)N1CCCCC1)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc21,"cis-(2-oxo-2-piperidin-1-ylethyl) (1S,2R)-2-(2,3-dihydroindole-1-carbonyl)cyclohexane-1-carboxylate"
CCCN1C(=O)N[C@H](c2cccc(NC(=O)C[C@@H](C)CC(C)(C)C)c2)C(C(=O)OCC)=C1c1ccccc1,"ethyl (6R)-2-oxo-4-phenyl-3-propyl-6-[3-[[(3S)-3,5,5-trimethylhexanoyl]amino]phenyl]-1,6-dihydropyrimidine-5-carboxylate"
O=C(O)C1CC12CCN(C(=O)c1ccc(N3CCCCCC3)nc1)CC2,6-[6-(azepan-1-yl)pyridine-3-carbonyl]-6-azaspiro[2.5]octane-2-carboxylic acid
Cc1cc(S(=O)(=O)NC2(CN)CCOCC2)ccc1F,N-[4-(aminomethyl)oxan-4-yl]-4-fluoro-3-methylbenzenesulfonamide
CCN(CC)C(=O)C1=C(C)N(Cc2ccc(F)cc2)C(=O)C(CC(=O)NCc2cccc3ccccc23)C1,"N,N-diethyl-1-[(4-fluorophenyl)methyl]-6-methyl-3-[2-(naphthalen-1-ylmethylamino)-2-oxoethyl]-2-oxo-3,4-dihydropyridine-5-carboxamide"
CCOC(=O)c1c(C)n(C)c2ccc(O)c(S(=O)(=O)c3ccc(C)cc3)c12,"ethyl 5-hydroxy-1,2-dimethyl-4-(4-methylphenyl)sulfonylindole-3-carboxylate"
CC(C)n1cnc2c1[C@@H](C(=O)NCc1ccncc1)N(Cc1cccnc1)CC2,"(4S)-3-propan-2-yl-5-(pyridin-3-ylmethyl)-N-(pyridin-4-ylmethyl)-6,7-dihydro-4H-imidazo[4,5-c]pyridine-4-carboxamide"
OCC1(CO)C2CC1C2,[2-(hydroxymethyl)-2-bicyclo[1.1.1]pentanyl]methanol
C=C(C)CN1CCN(CC[C@H]2CCOC2)CC1,1-(2-methylprop-2-enyl)-4-[2-[(3S)-oxolan-3-yl]ethyl]piperazine
C[C@@H]1CN(c2ccccc2NC(=O)N2CCC[C@@H]2c2cccn2C)C[C@H](C)O1,"(2R)-N-[2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]phenyl]-2-(1-methylpyrrol-2-yl)pyrrolidine-1-carboxamide"
